cpf|nome|endereco|dia|mes|ano|telefone|cidade
53489618254|Zenaide Santos|Rua Numero Um|17|11|1970|67454675678|Curitiba
23476937356|Tiana Azevedo|Avenida Sete|10|09|1988|15454675678|Manaus
02903815097|Maria Rossi|Avenida Sete|26|04|1954|71454675678|Porto Alegre
05827362697|Paulo Zani|Rua Joao Santos|23|06|1954|65454675678|Campinas
14459089300|Luis Zani|A. Da Cidade|23|04|1998|71454675678|Manaus
63545454647|Maria Inacio|Rua Carlos Silva|01|05|1988|67454675678|Rio de Janeiro
66950484445|Jose Aragao|R. Numero Vinte|01|11|1988|13454675678|Curitiba
30166186562|Paulo Gomes|R. Numero Vinte|07|04|1988|11454675678|Porto Alegre
86868686700|Nair Zani|Rua Tres|26|01|1983|23454675678|Sao Luis
05580945116|Maria Azevedo|R. Onze Mil|07|07|1970|22454675678|Florianopolis
91894114558|Zenaide Jaca|R. Numero Vinte|07|03|1976|72454675678|Campinas
04388935905|Chico Inacio|A. Da Cidade|18|04|1956|15454675678|Porto Alegre
50789443627|Luis Azevedo|A. Da Cidade|01|07|1998|71454675678|Aracaju
70360865488|Zenaide Aragao|Rua Carlos Silva|10|10|1956|21454675678|Cuiaba
83517269077|Luis Avelar|Avenida Numero Dois|09|09|1988|22454675678|Florianopolis
00806385464|Franco Avelar|Avenida Numero Dois|22|07|1998|72454675678|Cuiaba
32418295702|Zenaide Souza|Rua Recife|18|06|1970|23454675678|Manaus
94847576567|Zenaide Zani|Av. Movimentada|24|11|1954|73454675678|Rio de Janeiro
86868768768|Luis Frade|R. Numero Vinte|18|03|1980|72454675678|Curitiba
51187311863|Bastos Del Nero|Rua Sem Carros|26|06|1988|21454675678|Campinas
56569348450|Paulo Azevedo|R. Onze Mil|23|12|1954|22454675678|Cuiaba
86868686700|Jose Avelar|Av. Campina Grande|24|05|1954|21454675678|Teresina
61541412974|Gustavo Azevedo|Rua Joao Santos|23|04|1980|65454675678|Florianopolis
00031064701|Zenaide Inacio|Rua Tres|19|02|1976|22454675678|Porto Alegre
71731983999|Luis Santos|Avenida Numero Dois|19|04|1954|86454675678|Manaus
82143276281|Zenaide Rossi|Rua Recife|14|06|1988|15454675678|Recife
21758520833|Paulo Hilder|Rua Numero Um|10|02|1988|15454675678|Florianopolis
44156383504|Ana Frade|Rua Tres|18|04|1956|13454675678|Sao Paulo
67701971971|Gustavo Souza|Avenida das Torres|18|03|1956|65454675678|Cuiaba
03124869877|Jose Silva|Rua Carlos Silva|23|11|1954|21454675678|Florianopolis
56306390723|Bastos Azevedo|Rua Carlos Silva|01|12|1998|22454675678|Curitiba
83641423309|Franco Gomes|Rua Recife|23|11|1988|21454675678|Porto Alegre
77346374770|Bastos Aragao|Rua Recife|14|10|1970|65454675678|Florianopolis
90123720389|Ana Inacio|Avenida Numero Dois|10|08|1976|71454675678|Recife
63545454647|Zenaide Aragao|A. Da Cidade|19|03|1954|65454675678|Londrina
63545454647|Luis Frade|Rua Carlos Silva|19|11|1976|65454675678|Florianopolis
47373718744|Nair Zani|Rua Sem Carros|26|09|1954|23454675678|Campinas
71721538801|Gustavo Gomes|Rua Sem Carros|11|05|1948|55454675678|Manaus
24654457828|Chico Hilder|Rua Numero Um|22|03|1983|86454675678|Recife
63545454647|Jose Souza|Avenida Sete|05|04|1976|67454675678|Curitiba
11239758251|Franco Hilder|Rua Tres|07|06|1980|71454675678|Rio de Janeiro
84620370185|Bastos Frade|Rua Numero Um|23|02|1976|23454675678|Rio de Janeiro
44340950564|Ana Avelar|R. Numero Vinte|11|10|1948|21454675678|Sao Luis
53261958790|Gustavo Silva|Avenida das Torres|07|03|1988|55454675678|Recife
60326558730|Nair Zani|R. Onze Mil|22|04|1954|85454675678|Sao Paulo
52725123240|Zenaide Zani|Av. Campina Grande|09|12|1998|55454675678|Londrina
01243323663|Bastos Elgam|Rua Tres|17|11|1976|85454675678|Sao Luis
84897832330|Zenaide Rossi|A. Da Cidade|18|11|1956|11454675678|Curitiba
57007694179|Luis Inacio|Rua Sem Carros|19|02|1956|13454675678|Porto Alegre
70912378972|Tiana Del Nero|Rua Joao Santos|01|01|1980|72454675678|Aracaju
07577752177|Bastos Frade|Avenida Numero Dois|14|03|1956|67454675678|Manaus
03385951470|Nair Silva|Rua Tres|10|04|1976|23454675678|Florianopolis
98560039465|Ana Jaca|A. Da Cidade|14|05|1998|73454675678|Florianopolis
32519779209|Luis Gomes|Rua Recife|14|12|1954|86454675678|Rio de Janeiro
98595915121|Franco Del Nero|Av. Movimentada|10|04|1998|55454675678|Sao Luis
80213660954|Ana Santos|Avenida das Torres|17|11|1956|15454675678|Sao Luis
93805621957|Bastos Santos|Rua Numero Um|05|12|1954|71454675678|Teresina
28558545553|Luis Rossi|Rua Sem Carros|26|03|1954|71454675678|Rio de Janeiro
14876443530|Paulo Santos|Avenida das Torres|24|08|1998|23454675678|Teresina
23933760895|Tiana Jaca|R. Numero Vinte|05|12|1954|85454675678|Manaus
76299836466|Franco Inacio|R. Onze Mil|10|02|1980|72454675678|Porto Alegre
00294823727|Gustavo Frade|Rua Numero Um|19|08|1983|72454675678|Manaus
25963324262|Bastos Santos|Rua Tres|19|11|1988|55454675678|Porto Alegre
57627405360|Luis Souza|Rua Recife|14|08|1988|65454675678|Porto Alegre
27694388838|Luis Frade|Av. Movimentada|07|04|1954|13454675678|Londrina
86868768768|Jose Del Nero|Avenida Sete|17|06|1970|65454675678|Recife
51399936433|Franco Silva|R. Onze Mil|14|07|1948|85454675678|Recife
24924615722|Zenaide Avelar|R. Onze Mil|19|06|1970|21454675678|Recife
86868686700|Gustavo Hilder|A. Da Cidade|14|09|1956|86454675678|Cuiaba
79368944547|Gustavo Inacio|Avenida das Torres|24|05|1954|72454675678|Recife
55604914460|Maria Zani|Avenida Sete|18|07|1954|13454675678|Rio de Janeiro
63545454647|Luis Avelar|Avenida Sete|09|08|1948|72454675678|Porto Alegre
94847576567|Bastos Silva|Rua Recife|18|12|1988|55454675678|Sao Luis
52817040600|Franco Souza|Avenida Numero Dois|14|12|1970|71454675678|Porto Alegre
63545454647|Zenaide Jaca|R. Onze Mil|24|01|1980|71454675678|Aracaju
65034495694|Nair Azevedo|Avenida Numero Dois|17|05|1976|23454675678|Campinas
85543860510|Nair Azevedo|Rua Numero Um|09|10|1954|71454675678|Curitiba
25636550804|Franco Inacio|A. Da Cidade|14|11|1976|55454675678|Sao Luis
40058187499|Zenaide Zani|Rua Numero Um|17|08|1948|71454675678|Florianopolis
86868686700|Gustavo Jaca|Avenida Sete|26|07|1983|21454675678|Teresina
76679419980|Paulo Gomes|Av. Movimentada|11|10|1976|23454675678|Florianopolis
77788888887|Tiana Santos|R. Onze Mil|22|02|1980|85454675678|Sao Luis
03148978870|Jose Del Nero|A. Da Cidade|19|11|1998|21454675678|Curitiba
22248818009|Paulo Jaca|Rua Numero Um|23|10|1956|65454675678|Sao Paulo
55573258087|Tiana Gomes|Rua Carlos Silva|22|05|1980|73454675678|Aracaju
44505134440|Maria Inacio|Rua Numero Um|23|01|1956|71454675678|Curitiba
48754987806|Paulo Inacio|R. Numero Vinte|05|11|1998|73454675678|Cuiaba
63545454647|Maria Jaca|Rua Recife|10|01|1970|67454675678|Porto Alegre
94847576567|Maria Avelar|Rua Tres|01|09|1976|11454675678|Porto Alegre
22061566871|Paulo Del Nero|Rua Joao Santos|17|06|1954|71454675678|Cuiaba
90297796593|Nair Jaca|Rua Carlos Silva|01|04|1948|85454675678|Florianopolis
54446069926|Ana Elgam|Avenida Numero Dois|10|05|1980|23454675678|Campinas
40939514036|Chico Frade|Avenida das Torres|23|08|1954|86454675678|Teresina
93923151470|Bastos Del Nero|R. Onze Mil|11|03|1956|13454675678|Sao Paulo
79090379614|Luis Rossi|Avenida Sete|14|03|1954|22454675678|Campinas
32089664665|Tiana Gomes|R. Onze Mil|09|01|1998|65454675678|Campinas
89536353229|Nair Gomes|Rua Recife|23|10|1980|11454675678|Rio de Janeiro
91771057610|Gustavo Avelar|Rua Numero Um|19|06|1954|85454675678|Recife
63079158890|Zenaide Aragao|Av. Campina Grande|22|11|1998|71454675678|Florianopolis
86868686700|Zenaide Souza|R. Onze Mil|14|03|1976|15454675678|Rio de Janeiro
12929450797|Gustavo Souza|Rua Carlos Silva|23|12|1956|67454675678|Sao Paulo
14180761041|Zenaide Santos|Rua Recife|17|04|1976|85454675678|Florianopolis
43601996278|Gustavo Elgam|A. Da Cidade|22|03|1970|23454675678|Sao Paulo
32973124085|Nair Hilder|Rua Tres|01|08|1983|55454675678|Cuiaba
23480182330|Ana Aragao|Av. Campina Grande|18|11|1970|72454675678|Cuiaba
18402273386|Gustavo Avelar|Rua Joao Santos|05|01|1954|71454675678|Rio de Janeiro
56949156820|Nair Souza|Rua Sem Carros|14|01|1980|22454675678|Sao Paulo
19683379460|Gustavo Silva|Avenida Numero Dois|11|08|1954|71454675678|Curitiba
28331828216|Maria Elgam|A. Da Cidade|26|10|1956|72454675678|Cuiaba
54072386758|Jose Aragao|Rua Joao Santos|10|09|1956|85454675678|Sao Luis
06358996711|Bastos Frade|Avenida Numero Dois|23|05|1948|71454675678|Londrina
40329892819|Chico Zani|Avenida Sete|24|07|1948|23454675678|Porto Alegre
52905730200|Maria Avelar|Rua Joao Santos|10|04|1956|73454675678|Curitiba
26284605994|Paulo Inacio|Rua Recife|18|06|1983|22454675678|Rio de Janeiro
10632653043|Ana Gomes|A. Da Cidade|14|03|1983|15454675678|Rio de Janeiro
97369832937|Luis Aragao|Avenida Numero Dois|17|07|1983|15454675678|Florianopolis
56072395600|Gustavo Gomes|R. Numero Vinte|05|09|1970|55454675678|Rio de Janeiro
72915413878|Ana Silva|Av. Movimentada|11|11|1970|71454675678|Campinas
73561593500|Chico Santos|Avenida Sete|23|06|1954|71454675678|Florianopolis
86868686700|Franco Rossi|Avenida Sete|23|03|1983|71454675678|Recife
18565758109|Zenaide Silva|Rua Numero Um|22|02|1948|55454675678|Cuiaba
77788888887|Jose Silva|Rua Numero Um|05|07|1976|73454675678|Manaus
59812403850|Chico Gomes|Av. Campina Grande|17|09|1954|73454675678|Sao Luis
39453647284|Bastos Zani|Av. Movimentada|14|11|1954|65454675678|Sao Paulo
65699869700|Gustavo Azevedo|Rua Numero Um|24|01|1980|55454675678|Florianopolis
94847576567|Ana Rossi|Rua Joao Santos|01|12|1954|67454675678|Curitiba
86868686700|Gustavo Frade|A. Da Cidade|10|06|1954|85454675678|Londrina
30751215767|Luis Zani|Rua Tres|01|04|1983|65454675678|Sao Luis
59202129770|Zenaide Hilder|Av. Movimentada|09|06|1954|73454675678|Rio de Janeiro
19662706313|Maria Avelar|R. Onze Mil|26|09|1983|85454675678|Manaus
05563988589|Gustavo Frade|A. Da Cidade|10|06|1954|21454675678|Teresina
34869222388|Zenaide Avelar|Avenida das Torres|14|11|1998|22454675678|Curitiba
94847576567|Zenaide Zani|R. Numero Vinte|18|09|1998|85454675678|Florianopolis
86248301255|Bastos Avelar|Avenida Sete|23|04|1983|73454675678|Recife
87809005855|Nair Rossi|Rua Carlos Silva|26|08|1970|72454675678|Sao Paulo
86868768768|Chico Jaca|Rua Carlos Silva|09|01|1948|15454675678|Sao Luis
32121551670|Nair Souza|A. Da Cidade|24|10|1976|86454675678|Sao Luis
77788888887|Nair Rossi|Rua Recife|10|07|1988|65454675678|Curitiba
65769303301|Jose Hilder|Rua Recife|09|11|1948|55454675678|Teresina
94847576567|Jose Jaca|Av. Campina Grande|24|10|1998|65454675678|Campinas
65774645290|Maria Del Nero|Av. Campina Grande|14|07|1983|67454675678|Porto Alegre
49535212770|Tiana Aragao|Rua Sem Carros|01|10|1983|71454675678|Cuiaba
36050511977|Gustavo Jaca|R. Onze Mil|01|02|1970|11454675678|Rio de Janeiro
18295999257|Tiana Souza|Av. Movimentada|18|02|1948|85454675678|Recife
47996433631|Luis Gomes|Rua Joao Santos|24|10|1954|15454675678|Manaus
72182463542|Tiana Frade|Rua Joao Santos|17|09|1976|65454675678|Aracaju
51101966130|Zenaide Silva|Avenida Sete|23|11|1988|11454675678|Sao Luis
69274276273|Luis Zani|Avenida Sete|26|07|1948|71454675678|Teresina
62062044720|Zenaide Inacio|Rua Sem Carros|18|09|1976|85454675678|Sao Luis
53024337881|Bastos Avelar|R. Onze Mil|18|01|1980|55454675678|Florianopolis
42725547199|Paulo Aragao|Avenida Sete|23|09|1948|13454675678|Manaus
17656263900|Luis Azevedo|Rua Joao Santos|11|10|1970|67454675678|Recife
77788888887|Paulo Azevedo|Av. Campina Grande|11|11|1988|11454675678|Rio de Janeiro
67999004146|Luis Avelar|Avenida das Torres|26|11|1983|15454675678|Curitiba
10554204100|Luis Souza|Rua Numero Um|14|08|1980|85454675678|Londrina
74545425224|Franco Santos|Avenida das Torres|05|08|1998|73454675678|Rio de Janeiro
77788888887|Zenaide Jaca|Rua Joao Santos|10|11|1948|71454675678|Manaus
78438391605|Chico Rossi|Avenida Numero Dois|07|10|1998|55454675678|Porto Alegre
10058561927|Bastos Azevedo|Rua Joao Santos|24|05|1970|72454675678|Florianopolis
94350527117|Ana Rossi|Rua Numero Um|10|05|1983|72454675678|Sao Luis
37639340730|Chico Inacio|R. Numero Vinte|01|12|1956|72454675678|Sao Paulo
00610282158|Bastos Hilder|Rua Joao Santos|01|09|1988|65454675678|Sao Paulo
46204164287|Bastos Souza|Rua Numero Um|23|02|1948|23454675678|Londrina
39359235547|Gustavo Elgam|Av. Campina Grande|23|07|1970|22454675678|Aracaju
33177395250|Chico Hilder|Rua Tres|19|02|1980|21454675678|Campinas
00795228236|Franco Frade|Rua Joao Santos|09|12|1998|72454675678|Manaus
19520562338|Tiana Hilder|A. Da Cidade|26|07|1988|73454675678|Florianopolis
34137434492|Zenaide Silva|A. Da Cidade|11|07|1956|15454675678|Aracaju
36275922125|Maria Inacio|A. Da Cidade|17|03|1956|73454675678|Rio de Janeiro
94847576567|Luis Rossi|Rua Recife|01|03|1956|86454675678|Aracaju
38151886870|Gustavo Santos|Avenida Sete|23|09|1983|71454675678|Rio de Janeiro
56920487365|Franco Souza|Rua Joao Santos|05|04|1954|21454675678|Curitiba
94847576567|Franco Avelar|Rua Sem Carros|22|08|1956|73454675678|Campinas
86719413961|Nair Avelar|R. Numero Vinte|09|05|1988|22454675678|Manaus
86868686700|Franco Del Nero|Rua Recife|14|01|1983|65454675678|Manaus
49036752973|Franco Del Nero|Rua Joao Santos|17|10|1983|21454675678|Aracaju
83261098511|Gustavo Frade|Rua Recife|26|09|1954|55454675678|Londrina
97978029573|Ana Silva|Rua Joao Santos|14|10|1956|55454675678|Porto Alegre
52370541962|Paulo Santos|Rua Numero Um|05|11|1948|11454675678|Cuiaba
13075473979|Luis Santos|Avenida das Torres|23|02|1976|55454675678|Sao Paulo
71225321190|Gustavo Avelar|Avenida Sete|09|02|1976|67454675678|Recife
53463302756|Bastos Gomes|Rua Numero Um|05|03|1980|85454675678|Aracaju
05531363648|Maria Aragao|Rua Recife|14|10|1988|15454675678|Curitiba
94847576567|Chico Del Nero|Rua Carlos Silva|23|06|1948|15454675678|Manaus
66370838012|Paulo Inacio|Avenida Numero Dois|10|06|1954|73454675678|Teresina
86868686700|Maria Zani|Rua Joao Santos|11|07|1970|85454675678|Rio de Janeiro
33619972087|Maria Del Nero|Avenida Sete|17|02|1956|22454675678|Sao Paulo
73626782158|Franco Zani|Rua Joao Santos|10|06|1948|85454675678|Teresina
10207165092|Nair Santos|R. Numero Vinte|18|07|1983|85454675678|Sao Luis
57153684131|Jose Hilder|Avenida das Torres|10|07|1948|86454675678|Campinas
77788888887|Franco Inacio|Rua Carlos Silva|11|12|1970|22454675678|Recife
47459300110|Zenaide Zani|Rua Sem Carros|10|04|1998|86454675678|Cuiaba
38904766516|Jose Jaca|Rua Recife|01|12|1980|65454675678|Curitiba
92388307465|Maria Santos|Rua Numero Um|26|02|1948|86454675678|Campinas
96964977333|Bastos Hilder|R. Numero Vinte|10|01|1983|65454675678|Manaus
32984877403|Paulo Del Nero|Avenida Sete|09|03|1956|86454675678|Rio de Janeiro
54452812643|Bastos Inacio|Av. Campina Grande|14|08|1976|22454675678|Aracaju
86868686700|Nair Zani|Rua Tres|26|04|1998|71454675678|Porto Alegre
57558376513|Luis Frade|Rua Tres|09|03|1954|71454675678|Sao Paulo
73166414100|Luis Gomes|Rua Recife|19|12|1980|15454675678|Aracaju
34581449510|Chico Souza|Rua Tres|10|11|1970|55454675678|Curitiba
81895953936|Ana Elgam|R. Numero Vinte|17|06|1988|15454675678|Londrina
52764837526|Bastos Aragao|Rua Sem Carros|19|02|1956|73454675678|Aracaju
96672295640|Maria Jaca|Rua Recife|24|12|1976|23454675678|Manaus
86868768768|Chico Azevedo|R. Numero Vinte|17|05|1988|65454675678|Florianopolis
63545454647|Paulo Rossi|R. Onze Mil|11|08|1948|86454675678|Campinas
13470627770|Luis Azevedo|R. Onze Mil|22|02|1998|15454675678|Aracaju
90750260564|Chico Elgam|R. Onze Mil|10|10|1976|11454675678|Campinas
58513774880|Gustavo Elgam|Rua Joao Santos|10|07|1956|21454675678|Londrina
86868686700|Nair Avelar|Avenida Numero Dois|22|10|1970|72454675678|Recife
77788888887|Tiana Elgam|R. Numero Vinte|07|10|1956|11454675678|Sao Luis
91433591677|Bastos Jaca|Rua Numero Um|17|12|1976|72454675678|Manaus
85362641956|Zenaide Frade|Rua Tres|09|08|1998|86454675678|Manaus
98277522606|Chico Hilder|Avenida Numero Dois|05|06|1956|67454675678|Teresina
55014301347|Ana Jaca|Avenida Sete|22|12|1976|11454675678|Florianopolis
68219739380|Luis Azevedo|Avenida Sete|14|11|1980|23454675678|Florianopolis
72887814028|Gustavo Del Nero|Rua Carlos Silva|05|04|1983|65454675678|Cuiaba
31563073196|Zenaide Inacio|R. Onze Mil|11|11|1970|11454675678|Curitiba
59839426206|Gustavo Azevedo|Rua Tres|05|08|1970|22454675678|Cuiaba
38988168933|Bastos Inacio|Av. Campina Grande|24|06|1976|85454675678|Rio de Janeiro
89593066810|Paulo Santos|Rua Numero Um|09|06|1983|86454675678|Sao Paulo
69626555769|Tiana Rossi|Rua Numero Um|09|02|1983|86454675678|Campinas
94857237920|Maria Elgam|Avenida das Torres|17|11|1956|22454675678|Florianopolis
30080360580|Ana Frade|R. Numero Vinte|14|11|1988|11454675678|Rio de Janeiro
85900533778|Luis Zani|R. Onze Mil|18|12|1980|72454675678|Porto Alegre
94847576567|Tiana Hilder|Rua Tres|26|05|1954|11454675678|Manaus
27451864006|Maria Zani|Av. Campina Grande|11|02|1970|67454675678|Sao Paulo
50765280868|Franco Azevedo|Rua Carlos Silva|23|10|1954|72454675678|Manaus
94847576567|Ana Gomes|Av. Movimentada|19|11|1954|13454675678|Teresina
40336546157|Paulo Frade|Av. Movimentada|10|10|1954|55454675678|Recife
18219945230|Paulo Zani|Av. Movimentada|19|06|1976|23454675678|Rio de Janeiro
66897904287|Zenaide Del Nero|Av. Campina Grande|09|07|1983|72454675678|Curitiba
87854119490|Tiana Elgam|Rua Numero Um|14|07|1976|85454675678|Rio de Janeiro
03228339653|Gustavo Aragao|Avenida Numero Dois|18|06|1988|67454675678|Sao Paulo
66505591729|Luis Santos|Avenida das Torres|14|08|1976|65454675678|Curitiba
81396939288|Ana Hilder|Rua Recife|09|12|1948|21454675678|Curitiba
41484494024|Bastos Rossi|Rua Tres|11|10|1948|65454675678|Teresina
09511608428|Tiana Azevedo|Rua Joao Santos|10|03|1956|22454675678|Porto Alegre
00601062124|Maria Avelar|Avenida das Torres|09|10|1956|21454675678|Sao Luis
39674958509|Jose Elgam|R. Numero Vinte|11|05|1998|55454675678|Porto Alegre
63545454647|Ana Silva|Rua Numero Um|09|02|1970|13454675678|Cuiaba
76813039440|Franco Inacio|R. Onze Mil|23|08|1983|72454675678|Campinas
86334991930|Chico Hilder|Rua Tres|11|10|1983|22454675678|Recife
86101274942|Tiana Del Nero|A. Da Cidade|23|10|1956|22454675678|Porto Alegre
35382787840|Zenaide Azevedo|Avenida das Torres|10|08|1948|13454675678|Campinas
83945776791|Ana Aragao|Rua Carlos Silva|09|11|1948|86454675678|Curitiba
12209813204|Ana Frade|Rua Tres|05|11|1956|71454675678|Campinas
79763325200|Franco Avelar|R. Numero Vinte|22|01|1988|13454675678|Rio de Janeiro
08161475318|Jose Jaca|Rua Numero Um|07|04|1998|22454675678|Porto Alegre
41292498609|Tiana Jaca|R. Numero Vinte|09|02|1948|72454675678|Sao Paulo
55503970640|Maria Gomes|A. Da Cidade|05|12|1976|85454675678|Rio de Janeiro
67421792953|Maria Avelar|Rua Carlos Silva|24|01|1983|13454675678|Aracaju
94847576567|Ana Aragao|Av. Campina Grande|24|08|1954|71454675678|Londrina
86868686700|Franco Jaca|Av. Movimentada|09|07|1988|15454675678|Teresina
40531436241|Chico Rossi|Rua Carlos Silva|23|04|1976|22454675678|Teresina
53982306116|Gustavo Azevedo|Avenida das Torres|14|05|1970|86454675678|Curitiba
65729404620|Franco Gomes|Rua Sem Carros|17|05|1954|67454675678|Sao Luis
02102076040|Luis Frade|A. Da Cidade|19|05|1976|71454675678|Londrina
92750089069|Jose Avelar|R. Onze Mil|05|01|1956|55454675678|Campinas
74259206117|Zenaide Hilder|Av. Movimentada|23|09|1948|65454675678|Londrina
42248356226|Jose Rossi|Rua Numero Um|18|04|1954|13454675678|Sao Paulo
62247755836|Luis Santos|Rua Numero Um|24|01|1998|13454675678|Florianopolis
86868686700|Bastos Frade|Rua Recife|07|07|1956|11454675678|Sao Luis
51971180408|Nair Azevedo|Avenida Sete|10|01|1983|72454675678|Recife
07845085502|Maria Zani|R. Onze Mil|10|10|1983|21454675678|Porto Alegre
72424592810|Gustavo Azevedo|Avenida Sete|01|11|1988|73454675678|Teresina
28385219420|Paulo Souza|A. Da Cidade|17|11|1988|86454675678|Aracaju
86868686700|Ana Santos|Rua Sem Carros|26|09|1956|55454675678|Teresina
23112272382|Luis Souza|Rua Numero Um|10|01|1980|23454675678|Cuiaba
46900408184|Jose Zani|Rua Carlos Silva|01|02|1998|21454675678|Rio de Janeiro
18017046782|Gustavo Elgam|Avenida Sete|10|07|1948|55454675678|Curitiba
77788888887|Chico Azevedo|Rua Recife|14|06|1956|13454675678|Sao Luis
62415182087|Zenaide Aragao|Av. Campina Grande|14|09|1954|67454675678|Teresina
01930357400|Paulo Souza|R. Numero Vinte|19|03|1948|67454675678|Porto Alegre
98217965323|Bastos Souza|Rua Sem Carros|07|02|1954|86454675678|Aracaju
69536576341|Tiana Aragao|R. Onze Mil|17|07|1998|73454675678|Manaus
42428108140|Paulo Frade|Rua Sem Carros|26|11|1976|21454675678|Rio de Janeiro
55960584913|Paulo Hilder|Rua Carlos Silva|10|03|1998|23454675678|Florianopolis
94859241355|Luis Gomes|Rua Recife|14|03|1980|13454675678|Manaus
50745054536|Luis Gomes|Rua Numero Um|19|12|1956|55454675678|Rio de Janeiro
77788888887|Gustavo Jaca|Avenida das Torres|07|12|1998|86454675678|Sao Luis
31474791107|Chico Souza|Avenida Sete|24|11|1970|21454675678|Sao Luis
37051101285|Paulo Souza|Rua Carlos Silva|23|01|1983|21454675678|Porto Alegre
86868686700|Luis Santos|Rua Tres|11|02|1948|11454675678|Teresina
18574149004|Luis Jaca|Rua Tres|05|02|1956|23454675678|Aracaju
63545454647|Chico Inacio|Rua Numero Um|10|08|1976|55454675678|Cuiaba
17000943270|Nair Frade|Avenida das Torres|26|02|1948|86454675678|Manaus
97119627724|Nair Silva|Avenida Numero Dois|10|04|1983|55454675678|Aracaju
84197972350|Zenaide Hilder|Avenida das Torres|07|02|1976|55454675678|Recife
79436943504|Franco Zani|R. Onze Mil|17|08|1983|55454675678|Florianopolis
86868686700|Bastos Zani|R. Numero Vinte|22|02|1980|15454675678|Porto Alegre
21825652309|Zenaide Inacio|Av. Campina Grande|05|01|1983|85454675678|Aracaju
56134005800|Ana Rossi|Avenida Numero Dois|19|06|1976|15454675678|Florianopolis
84268016848|Jose Del Nero|Rua Numero Um|10|05|1954|73454675678|Sao Luis
63545454647|Chico Souza|Rua Sem Carros|26|05|1970|71454675678|Manaus
25186927708|Ana Del Nero|Rua Joao Santos|22|05|1954|85454675678|Manaus
61258209047|Paulo Avelar|Avenida das Torres|24|10|1983|22454675678|Porto Alegre
88481786853|Ana Frade|Rua Numero Um|14|01|1998|55454675678|Curitiba
20802325416|Tiana Zani|Avenida das Torres|01|03|1988|11454675678|Sao Paulo
86868686700|Maria Avelar|Av. Movimentada|23|09|1948|71454675678|Sao Luis
80284546666|Ana Inacio|Rua Sem Carros|23|03|1983|85454675678|Londrina
94847576567|Maria Silva|Rua Numero Um|22|08|1956|23454675678|Campinas
99980924691|Bastos Frade|Rua Sem Carros|26|09|1998|86454675678|Porto Alegre
23785736002|Tiana Gomes|Rua Tres|19|02|1983|21454675678|Sao Paulo
25374583204|Chico Santos|Rua Carlos Silva|22|08|1948|65454675678|Campinas
23478081920|Luis Jaca|R. Numero Vinte|05|11|1954|85454675678|Sao Luis
82734128063|Luis Hilder|Av. Movimentada|07|04|1948|13454675678|Sao Luis
57118126373|Franco Aragao|Rua Joao Santos|14|06|1948|85454675678|Porto Alegre
57099387260|Ana Zani|R. Onze Mil|24|05|1983|22454675678|Recife
94847576567|Gustavo Rossi|Rua Sem Carros|22|09|1956|11454675678|Recife
71909707970|Jose Gomes|Rua Numero Um|24|11|1980|23454675678|Recife
94847576567|Paulo Jaca|Rua Joao Santos|09|03|1954|55454675678|Curitiba
82138702120|Franco Souza|Avenida Sete|24|12|1956|85454675678|Campinas
94847576567|Gustavo Aragao|R. Numero Vinte|23|01|1954|67454675678|Recife
86868686700|Gustavo Avelar|A. Da Cidade|23|06|1988|65454675678|Curitiba
95578127371|Nair Azevedo|A. Da Cidade|22|08|1970|71454675678|Florianopolis
80793604648|Luis Gomes|Rua Numero Um|11|07|1988|67454675678|Londrina
38509134901|Gustavo Aragao|Avenida Sete|09|02|1956|11454675678|Aracaju
75226417721|Jose Azevedo|R. Numero Vinte|14|05|1954|21454675678|Curitiba
72178633846|Maria Silva|Rua Joao Santos|22|12|1956|11454675678|Porto Alegre
13996032218|Tiana Souza|Rua Sem Carros|09|12|1976|55454675678|Aracaju
12634536518|Nair Zani|Rua Tres|26|09|1988|65454675678|Cuiaba
67705957299|Franco Del Nero|Av. Campina Grande|22|07|1970|73454675678|Sao Paulo
04311163002|Jose Silva|Rua Carlos Silva|11|08|1998|15454675678|Campinas
86868686700|Nair Hilder|Avenida Numero Dois|17|06|1983|71454675678|Teresina
33736421672|Chico Elgam|Avenida Sete|09|01|1954|67454675678|Aracaju
93586677022|Franco Inacio|Avenida Numero Dois|14|03|1948|22454675678|Curitiba
96779882046|Paulo Jaca|Rua Numero Um|17|01|1970|11454675678|Rio de Janeiro
10293602948|Zenaide Elgam|A. Da Cidade|23|03|1956|21454675678|Londrina
64696084345|Chico Inacio|Rua Tres|22|09|1948|67454675678|Aracaju
11946527432|Zenaide Del Nero|Avenida das Torres|07|01|1948|86454675678|Sao Luis
77788888887|Jose Aragao|Rua Carlos Silva|07|11|1970|21454675678|Curitiba
86868686700|Ana Gomes|Rua Carlos Silva|14|03|1983|21454675678|Rio de Janeiro
65102572970|Franco Aragao|Av. Movimentada|05|01|1948|13454675678|Londrina
79358913541|Ana Silva|Rua Recife|01|09|1976|72454675678|Londrina
67898983360|Paulo Gomes|Avenida Sete|18|11|1976|85454675678|Rio de Janeiro
77788888887|Jose Elgam|Rua Joao Santos|24|08|1956|71454675678|Rio de Janeiro
77788888887|Zenaide Del Nero|Rua Joao Santos|09|05|1998|65454675678|Manaus
11747883301|Zenaide Avelar|Rua Recife|18|07|1976|71454675678|Florianopolis
